72,44
11,67
21,42
20,40
61,35
7,25
87,21
55,58
81,98
62,94
33,28
82,50
9,69
53,85
38,77
100,76
14,98
67,41
65,4
53,98
1,73
83,23
54,15
38,55
14,15
55,73
41,97
90,20
93,78
66,95
51,96
92,40
28,46
34,19
65,6
24,57
99,66
51,43
78,67
98,23
23,64
80,6
53,28
89,3
25,89
61,47
14,93
43,8
10,81
92,27
41,74
44,69
7,7
17,70
87,18
67,42
72,62
84,91
86,3
46,96
25,49
93,93
48,66
55,13
11,65
11,82
91,70
73,74
67,93
26,96
30,95
24,64
50,64
32,65
93,41
53,60
41,1
6,20
84,84
35,23
48,94
0,26
62,37
60,53
99,74
54,83
99,49
81,100
50,82
90,35
88,39
56,14
21,77
6,61
3,54
89,13
70,12
35,88
48,7
90,77
67,74
93,53
48,63
43,87
58,2
33,25
53,87
39,54
86,38
19,67
8,50
92,7
25,76
12,87
72,56
60,18
4,51
28,8
17,57
48,19
56,19
35,28
21,90
28,45
80,87
54,45
53,95
34,25
80,49
73,27
86,6
49,44
90,57
13,16
29,3
43,56
44,21
0,13
8,3
7,61
41,97
96,4
59,62
52,40
35,66
40,88
72,3
50,100
58,13
31,37
36,21
21,21
31,26
64,39
45,4
43,12
48,55
45,44
93,75
93,43
56,28
23,82
87,30
4,94
16,53
96,81
2,91
61,90
41,27
9,39
44,38
42,51
49,23
45,5
5,36
31,21
35,74
64,15
41,92
84,51
7,5
82,95
51,72
72,100
6,29
97,5
0,95
5,39
86,24
18,32
32,4
96,53
98,83
28,17
29,66
4,83
41,75
19,79
19,96
68,8
23,4
51,86
67,24
42,33
29,7
41,85
83,44
46,34
42,67
1,53
15,16
74,33
59,65
47,99
36,28
82,94
80,13
97,64
74,2
48,47
35,86
53,41
86,28
56,88
3,16
79,57
29,63
86,27
51,78
8,43
60,11
56,21
6,43
5,40
97,30
15,20
35,23
84,5
60,73
8,69
68,79
51,55
53,58
9,86
97,59
16,12
12,82
27,14
35,79
16,67
64,93
27,97
38,75
75,49
21,67
16,91
21,24
49,49
97,75
94,73
72,84
57,60
75,2
80,39
11,31
78,44
28,73
89,69
97,0
56,1
83,36
37,6
6,79
0,26
81,26
21,95
41,6
86,9
71,5
3,92
76,5
71,43
95,55
80,72
77,2
3,74
8,54
12,71
95,79
25,95
34,18
33,88
9,94
97,0
97,9
29,90
25,17
32,61
56,66
64,41
7,62
19,99
30,94
57,56
4,60
92,73
33,47
33,56
93,22
68,5
39,77
9,69
33,85
